primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename
barswa,[],['song'],53.9299,-2.9833,Hirundo rustica,Barn Swallow,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,http://xeno-canto.org/690495,barswa/XC690495.ogg
barswa,['houspa'],['song'],53.9299,-2.9833,Hirundo rustica,Barn Swallow,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,http://xeno-canto.org/690496,barswa/XC690496.ogg
barswa,[],"['call', 'flight call']",53.9299,-2.9833,Hirundo rustica,Barn Swallow,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,http://xeno-canto.org/690497,barswa/XC690497.ogg
barswa,[],['song'],53.9299,-2.9833,Hirundo rustica,Barn Swallow,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,http://xeno-canto.org/690498,barswa/XC690498.ogg
barswa,[],['song'],53.9299,-2.9833,Hirundo rustica,Barn Swallow,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,http://xeno-canto.org/690501,barswa/XC690501.ogg
barswa,['grywag'],"['call', 'flight call', 'song']",53.9299,-2.9833,Hirundo rustica,Barn Swallow,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,http://xeno-canto.org/690503,barswa/XC690503.ogg
barswa,[],"['call', 'flight call']",53.9299,-2.9833,Hirundo rustica,Barn Swallow,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,http://xeno-canto.org/690508,barswa/XC690508.ogg
barswa,[],[''],53.9299,-2.9833,Hirundo rustica,Barn Swallow,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://xeno-canto.org/702807,barswa/XC702807.ogg
barswa,[],[''],53.9299,-2.9833,Hirundo rustica,Barn Swallow,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://xeno-canto.org/702808,barswa/XC702808.ogg
barswa,[],[''],53.5971,-6.3923,Hirundo rustica,Barn Swallow,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/720336,barswa/XC720336.ogg
barswa,[],[''],50.1506,1.4766,Hirundo rustica,Barn Swallow,Guillaume Bigayon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/763796,barswa/XC763796.ogg
barswa,[],[''],52.8248,0.8842,Hirundo rustica,Barn Swallow,Stuart Fisher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/802571,barswa/XC802571.ogg
barswa,[],[''],52.3629,-1.8363,Hirundo rustica,Barn Swallow,John Sirrett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/826622,barswa/XC826622.ogg
bcnher,['eucdov'],['call'],49.9172,-6.3025,Nycticorax nycticorax,Black-crowned Night-Heron,Ashley Fisher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/241679,bcnher/XC241679.ogg
bcnher,[],['Nocturnal flight call'],51.2693,1.378,Nycticorax nycticorax,Black-crowned Night-Heron,Martin Sutherland,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/464754,bcnher/XC464754.ogg
bcnher,[],['Nocturnal flight call'],51.2776,1.3439,Nycticorax nycticorax,Black-crowned Night-Heron,Martin Sutherland,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/464755,bcnher/XC464755.ogg
bcnher,[],['flight call'],50.6901,-1.097,Nycticorax nycticorax,Black-crowned Night-Heron,Jon Sparshott,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/566574,bcnher/XC566574.ogg
bcnher,[],[''],54.9622,-1.3574,Nycticorax nycticorax,Black-crowned Night-Heron,Mark Harper,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/725825,bcnher/XC725825.ogg
bcnher,[],[''],53.8128,-1.6497,Nycticorax nycticorax,Black-crowned Night-Heron,John W Cooper,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/733160,bcnher/XC733160.ogg
bcnher,[],[''],52.2032,-6.4563,Nycticorax nycticorax,Black-crowned Night-Heron,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/794441,bcnher/XC794441.ogg
bcnher,[],[''],52.2393,-6.3464,Nycticorax nycticorax,Black-crowned Night-Heron,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/795606,bcnher/XC795606.ogg
bcnher,[],[''],52.2393,-6.3464,Nycticorax nycticorax,Black-crowned Night-Heron,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/795607,bcnher/XC795607.ogg
bcnher,[],[''],52.1963,-6.4439,Nycticorax nycticorax,Black-crowned Night-Heron,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/798409,bcnher/XC798409.ogg
bcnher,[],[''],52.1963,-6.4439,Nycticorax nycticorax,Black-crowned Night-Heron,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/798412,bcnher/XC798412.ogg
bcnher,[],[''],52.1963,-6.4439,Nycticorax nycticorax,Black-crowned Night-Heron,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/798414,bcnher/XC798414.ogg
bcnher,[],[''],52.2393,-6.3464,Nycticorax nycticorax,Black-crowned Night-Heron,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/798775,bcnher/XC798775.ogg
bcnher,[],[''],52.1963,-6.4439,Nycticorax nycticorax,Black-crowned Night-Heron,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://xeno-canto.org/799310,bcnher/XC799310.ogg
bcnher,[],[''],50.6904,-1.1024,Nycticorax nycticorax,Black-crowned Night-Heron,Jon Sparshott,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/802108,bcnher/XC802108.ogg
bcnher,[],[''],52.2393,-6.3464,Nycticorax nycticorax,Black-crowned Night-Heron,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/808965,bcnher/XC808965.ogg
bcnher,[],[''],51.225,-2.978,Nycticorax nycticorax,Black-crowned Night-Heron,Paul Bate,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/831186,bcnher/XC831186.ogg
bkwsti,[],['call'],50.1506,1.4766,Himantopus himantopus,Black-winged Stilt,Guillaume Bigayon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/579834,bkwsti/XC579834.ogg
bkwsti,[],"['adult', 'alarm call', 'call', 'flight call', 'sex uncertain']",50.1941,1.6821,Himantopus himantopus,Black-winged Stilt,Florian Kubala,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/636949,bkwsti/XC636949.ogg
bkwsti,[],"['adult', 'call', 'sex uncertain']",50.1906,1.685,Himantopus himantopus,Black-winged Stilt,Tristan Guillebot de Nerville,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,http://xeno-canto.org/682637,bkwsti/XC682637.ogg
bkwsti,[],"['adult', 'call', 'sex uncertain']",50.1909,1.6843,Himantopus himantopus,Black-winged Stilt,Tristan Guillebot de Nerville,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/690160,bkwsti/XC690160.ogg
bkwsti,[],[''],52.1963,-6.4439,Himantopus himantopus,Black-winged Stilt,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/804622,bkwsti/XC804622.ogg
bkwsti,[],[''],52.1963,-6.4439,Himantopus himantopus,Black-winged Stilt,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/805567,bkwsti/XC805567.ogg
bkwsti,[],[''],52.9334,0.026,Himantopus himantopus,Black-winged Stilt,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/822852,bkwsti/XC822852.ogg
blrwar1,[],['call'],53.3824,-3.1943,Acrocephalus dumetorum,Blyth's Reed Warbler,Jane Turner,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/150008,blrwar1/XC150008.ogg
blrwar1,[],['song'],51.5615,0.0245,Acrocephalus dumetorum,Blyth's Reed Warbler,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/180043,blrwar1/XC180043.ogg
blrwar1,[],['song'],53.4094,-4.5183,Acrocephalus dumetorum,Blyth's Reed Warbler,Andrew Clarke,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,https://www.xeno-canto.org/180476,blrwar1/XC180476.ogg
blrwar1,['houspa'],['song'],60.4351,-1.2967,Acrocephalus dumetorum,Blyth's Reed Warbler,Julie Redpath,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/377726,blrwar1/XC377726.ogg
blrwar1,[],['call'],57.1799,-3.8199,Acrocephalus dumetorum,Blyth's Reed Warbler,Peter Stronach,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/379071,blrwar1/XC379071.ogg
blrwar1,[],['song'],50.5756,-1.2956,Acrocephalus dumetorum,Blyth's Reed Warbler,jonathan sparshott,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/453300,blrwar1/XC453300.ogg
blrwar1,[],['song'],60.7613,-0.8541,Acrocephalus dumetorum,Blyth's Reed Warbler,Dougie Preston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/484461,blrwar1/XC484461.ogg
blrwar1,[],"['male', 'mimicry/imitation', 'song']",52.9544,1.0675,Acrocephalus dumetorum,Blyth's Reed Warbler,Mark Golley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/562698,blrwar1/XC562698.ogg
blrwar1,[],"['male', 'mimicry/imitation', 'song']",52.9544,1.0675,Acrocephalus dumetorum,Blyth's Reed Warbler,Mark Golley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/562700,blrwar1/XC562700.ogg
blrwar1,[],"['male', 'song']",53.6926,-0.4765,Acrocephalus dumetorum,Blyth's Reed Warbler,Graham Catley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/566125,blrwar1/XC566125.ogg
blrwar1,[],"['male', 'song']",53.6926,-0.4765,Acrocephalus dumetorum,Blyth's Reed Warbler,Graham Catley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/566126,blrwar1/XC566126.ogg
blrwar1,[],"['call', 'male']",53.6926,-0.4765,Acrocephalus dumetorum,Blyth's Reed Warbler,Graham Catley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/566128,blrwar1/XC566128.ogg
blrwar1,[],"['male', 'song']",53.6926,-0.4765,Acrocephalus dumetorum,Blyth's Reed Warbler,Graham Catley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/567196,blrwar1/XC567196.ogg
blrwar1,[],"['male', 'song']",53.6311,0.1297,Acrocephalus dumetorum,Blyth's Reed Warbler,Garry Taylor,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/568123,blrwar1/XC568123.ogg
blrwar1,[],"['adult', 'male', 'song']",50.7398,0.2137,Acrocephalus dumetorum,Blyth's Reed Warbler,Laurence Pitcher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/569430,blrwar1/XC569430.ogg
blrwar1,[],['call'],59.942,-1.3327,Acrocephalus dumetorum,Blyth's Reed Warbler,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/595225,blrwar1/XC595225.ogg
blrwar1,[],"['call', 'life stage uncertain', 'sex uncertain']",52.9779,0.8693,Acrocephalus dumetorum,Blyth's Reed Warbler,Ashley Banwell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/611648,blrwar1/XC611648.ogg
blrwar1,[],"['adult', 'male', 'song']",53.6928,-0.4748,Acrocephalus dumetorum,Blyth's Reed Warbler,Jon Lowes,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/621544,blrwar1/XC621544.ogg
blrwar1,[],['song'],54.9659,-1.3656,Acrocephalus dumetorum,Blyth's Reed Warbler,Mark Newsome,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/653893,blrwar1/XC653893.ogg
blrwar1,['houspa'],['call'],54.9659,-1.3656,Acrocephalus dumetorum,Blyth's Reed Warbler,Mark Newsome,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/653894,blrwar1/XC653894.ogg
blrwar1,[],"['adult', 'male', 'song']",51.0318,-2.8366,Acrocephalus dumetorum,Blyth's Reed Warbler,Peter Akers,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/654565,blrwar1/XC654565.ogg
blrwar1,[],"['male', 'song']",51.0318,-2.8366,Acrocephalus dumetorum,Blyth's Reed Warbler,Peter Akers,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/654568,blrwar1/XC654568.ogg
blrwar1,[],"['call', 'song']",52.5916,-1.6984,Acrocephalus dumetorum,Blyth's Reed Warbler,Mark Smiles,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/658088,blrwar1/XC658088.ogg
blrwar1,[],"[""Birdwatcher's talking:mobiles ringing"", 'call', 'mimicry/imitation', 'song']",52.5916,-1.6984,Acrocephalus dumetorum,Blyth's Reed Warbler,John Sirrett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/658145,blrwar1/XC658145.ogg
blrwar1,['eurcoo'],"['anthropogenic:', 'call', 'mimicry/imitation', 'song']",52.5916,-1.6984,Acrocephalus dumetorum,Blyth's Reed Warbler,John Sirrett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/658147,blrwar1/XC658147.ogg
blrwar1,[],[''],53.6157,0.1401,Acrocephalus dumetorum,Blyth's Reed Warbler,Frank X. Moffatt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/732151,blrwar1/XC732151.ogg
blrwar1,[],[''],53.6157,0.1401,Acrocephalus dumetorum,Blyth's Reed Warbler,Tim Vaughan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://xeno-canto.org/802806,blrwar1/XC802806.ogg
blrwar1,[],[''],53.6157,0.1401,Acrocephalus dumetorum,Blyth's Reed Warbler,Colin Bushell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/807311,blrwar1/XC807311.ogg
blrwar1,[],[''],60.4307,-1.2976,Acrocephalus dumetorum,Blyth's Reed Warbler,Roger Riddington,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/810149,blrwar1/XC810149.ogg
categr,[],[''],52.2109,-6.393,Bubulcus ibis,Cattle Egret,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://xeno-canto.org/838330,categr/XC838330.ogg
categr,[],[''],52.2109,-6.393,Bubulcus ibis,Cattle Egret,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://xeno-canto.org/838331,categr/XC838331.ogg
comgre,[],"['call', 'flight call']",51.3436,0.888,Tringa nebularia,Common Greenshank,Martin Sutherland,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/267939,comgre/XC267939.ogg
comgre,[],"['alarm call', 'call', 'flight call']",53.1785,-6.4864,Tringa nebularia,Common Greenshank,Bernard King,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/364864,comgre/XC364864.ogg
comgre,['eaywag1'],['call'],51.7774,0.8489,Tringa nebularia,Common Greenshank,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/385095,comgre/XC385095.ogg
comgre,[],['flight call'],51.8589,-8.1893,Tringa nebularia,Common Greenshank,Harry Hussey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/390392,comgre/XC390392.ogg
comgre,[],"['flight call', 'nocturnal flight call']",52.0172,-0.34,Tringa nebularia,Common Greenshank,James P,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/467933,comgre/XC467933.ogg
comgre,[],"['call', 'flight call', 'nocturnal flight call']",53.9299,-2.9833,Tringa nebularia,Common Greenshank,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/507422,comgre/XC507422.ogg
comgre,[],"['call', 'flight call', 'nocturnal flight call']",53.9299,-2.9833,Tringa nebularia,Common Greenshank,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/507425,comgre/XC507425.ogg
comgre,[],"['call', 'flight call']",53.9299,-2.9833,Tringa nebularia,Common Greenshank,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/507426,comgre/XC507426.ogg
comgre,[],"['call', 'flight call', 'nocturnal flight call']",53.9299,-2.9833,Tringa nebularia,Common Greenshank,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/507428,comgre/XC507428.ogg
comgre,[],"['call', 'flight call', 'nocturnal flight call']",53.9299,-2.9833,Tringa nebularia,Common Greenshank,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/507429,comgre/XC507429.ogg
comgre,[],"['call', 'flight call', 'nocturnal flight call']",53.9299,-2.9833,Tringa nebularia,Common Greenshank,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/507430,comgre/XC507430.ogg
comgre,[],"['call', 'flight call']",53.9299,-2.9833,Tringa nebularia,Common Greenshank,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/524637,comgre/XC524637.ogg
comgre,[],['call'],49.9142,-6.3071,Tringa nebularia,Common Greenshank,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/526726,comgre/XC526726.ogg
comgre,[],['call'],49.9115,-6.3023,Tringa nebularia,Common Greenshank,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/528703,comgre/XC528703.ogg
comgre,[],"['flight call', 'nocturnal flight call']",51.1715,-0.5644,Tringa nebularia,Common Greenshank,Ed Stubbs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/540762,comgre/XC540762.ogg
comgre,[],['flight call'],60.5334,-1.3914,Tringa nebularia,Common Greenshank,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/568852,comgre/XC568852.ogg
comgre,[],"['call', 'flight call']",51.3436,0.888,Tringa nebularia,Common Greenshank,Arjun Dutta,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/581089,comgre/XC581089.ogg
comgre,[],['flight call'],51.8503,-8.2943,Tringa nebularia,Common Greenshank,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/618177,comgre/XC618177.ogg
comgre,[],['flight call'],51.8503,-8.2943,Tringa nebularia,Common Greenshank,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/618178,comgre/XC618178.ogg
comgre,[],"['call', 'flight call', 'nocturnal flight call']",53.9299,-2.9833,Tringa nebularia,Common Greenshank,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,https://www.xeno-canto.org/621744,comgre/XC621744.ogg
comgre,[],"['call', 'flight call', 'nocturnal flight call']",53.9299,-2.9833,Tringa nebularia,Common Greenshank,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,https://www.xeno-canto.org/621745,comgre/XC621745.ogg
comgre,[],['flight call'],51.8585,-8.2699,Tringa nebularia,Common Greenshank,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/623924,comgre/XC623924.ogg
comgre,[],"['adult', 'call', 'sex uncertain', 'song']",57.0161,-6.2787,Tringa nebularia,Common Greenshank,Sean Morris,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/631206,comgre/XC631206.ogg
comgre,[],"['adult', 'call', 'sex uncertain']",57.0161,-6.2787,Tringa nebularia,Common Greenshank,Sean Morris,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/635498,comgre/XC635498.ogg
comgre,[],"['adult', 'call', 'sex uncertain']",57.0112,-6.2791,Tringa nebularia,Common Greenshank,Sean Morris,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/635735,comgre/XC635735.ogg
comgre,[],['nocturnal flight call'],54.2386,-0.4196,Tringa nebularia,Common Greenshank,Dan Lombard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/636748,comgre/XC636748.ogg
comgre,[],"['adult', 'call', 'sex uncertain', 'song']",57.0161,-6.2787,Tringa nebularia,Common Greenshank,Sean Morris,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/638589,comgre/XC638589.ogg
comgre,[],"['adult', 'nocturnal flight call', 'sex uncertain']",60.0127,-1.2273,Tringa nebularia,Common Greenshank,Glen Tyler,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/646300,comgre/XC646300.ogg
comgre,[],"['adult', 'call', 'sex uncertain']",57.0161,-6.2787,Tringa nebularia,Common Greenshank,Sean Morris,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/646386,comgre/XC646386.ogg
comgre,[],"['adult', 'call', 'sex uncertain']",57.014,-6.2797,Tringa nebularia,Common Greenshank,Sean Morris,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/661972,comgre/XC661972.ogg
